arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Dia 7:;;;;;Unibazo;cap.;;;;;Dia 7: Para Panzacola berz. esp. San Quintin, cap. Unibazo. _ C. Hreso pal. esp. Eurique, cap Riverol. - C. Haeso gol. am. Arietis, cap. Lowe.;esp.;San Quintin;;;berz.;1871_10_08;Panzacola;;
;;;;;Langenieux;cap.;;;;;-C. Hatteras bca. ing. Times, oap. Frean. _ Veracruz vap. frano. Franos, cap. Langenieux.;ing.;Times;;;vap.;1871_10_08;Veracruz;;
Día 2:;;;;;;cap.;;;;;Din E: De Caro Hueso on 2 dias gol. am. T. P. Barkalow, cap.;am.;T. P. Barkalow;;;gol.;1871_10_10;Caro Hueso;;
Día 9:;;N/A: ;;;Reberts;cap.;;;;;Dia 9, Do Cayo Hueso en 1 dia gol. am. Beauregard, cap. Reberts, ton, 91, con ganado vacuna, á Čaamaño B. y;am.;Beauregard;;;gol.;1871_10_10;Cayo Hueso;;
Día 15:;;;;;Mc;cap.;;;;;Halifax en 15 dias berg. ing. Spanish Main, cap. Mc;ing.;Spanish Main;;;berg.;1871_10_11;Halifax;;
Día 3:;;N/A: ;;;Aslonise;cap.;;;;;-Progreso en 3 diss berg. esp. Esperanza, cap. Aslonise, tone. 177, con efectos, á Llanusa y cp.;esp.;Esperanza;;;berg.;1871_10_12;Progreso;;
;;;;;Estos;cap.;;;;;-Boston berg. ing. M. L. B., cap. Estos.;ing.;M. L. B.;;;berg.;1871_10_12;Boston;;
;;;;;Roberts;cap.;;;;;-Cayo Inero gol. amor. Beauregard, cap. Roberts.;;amor. Beauregard;;;gol.;1871_10_12;Cayo Inero;;
Día 46:;;N/A: ;;;LarTauri;cap.;;;;;Ambores en 46 diss berg. osp. Les Amigos, cap. LarTauri, ton. 163, con mercancias, & F. Van Assche y;osp.;Les Amigos;;;berg.;1871_10_14;Ambores;;
Día 18:;;;;;Martin;cap.;;;;;comp. - N. York en 18 dias vap. am. Fontine, cap. Martin,;am.;Fontine;;;vap.;1871_10_14;N. York;;
;;;;;Bennis;cap.;;;;;Para New York berg. am. Havara, cap. Bennis;am.;Havara;;;berg.;1871_10_14;New York;;
Dia 14:;;;;;Henitt;cap.;;;;;Dia 14: Do New York.en 13 dias gol. amer. Phobe, cap. Henitt,;amer.;Phobe;;;gol.;1871_10_15;New York;;
Día 1:;;;;;Lowe;cap.;;;;;-Cayo Hueso en 1 dia gol. amer. Arieti, cap. Lowe,;amer.;Arieti;;;gol.;1871_10_15;Cayo Hueso;;
;;N/A:  | N/A:  | N/A: ;;;Palirts;cap.;;;;;"ep. Pelayo, cap. Rom, tons. 45; coa efectos, & R. Herrera. Passis. 210. Caro Hueso en 1 dia vivero am. Mary H. Boya, cap Martinez, ton. 98, con picacado viro, á V. Carabia Cayo Hueso y Punta Raza on 3 dias gol. am. Asa Eldridge, cap. Palirts, ton. 10%, con ganado, & B. y Caam ho";am.;Asa Eldridge;;;gol.;1871_10_15;Cayo Hueso;;
Dia 14:;;;;;Bocker;cap.;;;;;Dia 14: Para Cayo Huero gol. ing. Dearborn, cap. Bocker.;ing.;Dearborn;;;gol.;1871_10_15;Cayo Huero;;
Día 6:;;N/A: ;;;Rivero;cap.;;;;;-Cayo Hueso y Punta Rasa en 6 dias gol. osp. Earique, cap. Rivero), ton. 204, con ganado vacuno, á;osp.;Earique;;;gol.;1871_10_17;Cayo Hueso y Punta Rasa;;
Día 24:;;N/A: ;;;J. Polledo;cap.;;;;;Collins, ton. 249, con efectos, & Za'do y cp. - St. John (N. B) en 24 dias berg. Ing. J. Polledo.. cap.;Ing.;Collins;;;berg.;1871_10_17;St. John (N. B);;
Día 14:;;;;;;cap.;;;;;New York en 14 dias berg. amer. Long Roach, cap.;amer.;Long Roach;;;berg.;1871_10_17;New York;;
;;;;;Phillips;cap.;;;;;Dial: Para N. York vap. am. Cleopatra, cap. Phillips.;am.;Cleopatra;;;vap.;1871_10_17;;;
Día 15:;;;;;Moran;cap.;;;;;Dia 15. N. York boa. eap. Luz, cap. Moran - Montreal vap. eap. Chorruca cap Egusquiza - Cádiz vap. correo esp. Guipúzcoa cap. Listra;esp.;Luz;;;boa.;1871_10_17;N. York;;
Día 16:;;;;;Byrne;cap.;;;;;Dia 16 Para Mobila frag. ing. Importer, cap. Byrne;ing.;Importer;;;frag.;1871_10_17;;;
Día 17:;;;;;Lange;cap.;;;;;Dia 17: De Veracruz on 3 dias vap. franc. France cap. Lange,;franc.;France;;;vap.;1871_10_18;Veracruz;;
Día 13:;;N/A:  | N/A: ;;;Rosendo;cap.;;;;;-Ferrol en 13 dias berg. gol, esp. Teresita, cap. Rosendo, tons, 41 con frutos, & Lago,;esp.;Teresita;;;berg.;1871_10_18;Ferrol;;
Día 17:;;;;;Lowe;cap.;;;;;Dia 17: Para Cayo Burso gol. am. Arfelis cap. Lowe.;am.;Arfelis;;;gol.;1871_10_18;;;
;;N/A: ;;;Villaverde;cap.;;;;;Meadiz Nuñez, cap. Villaverde, tons. 43, con fru;;;;;;1871_10_19;;;
;;;;;Me Cut look;cap.;;;;;Halitex berg. ing Spanish faic, cap. Me Cut look.;ing;Spanish faic;;;berg.;1871_10_19;;;
;;;;;Arana;cap.;;;;;-Laguna de Téraines berg. eap. Santiage, cap. Arana.;;Santiage;;;berg.;1871_10_20;Laguna de Téraines;;
Día 11:;;;;;Blek;cap.;;;;;Savannah on 11 d'as gol. am. W. Steole, cap. Blek,;am.;W. Steole;;;gol.;1871_10_21;Savannah;;
;;;;;Sundberg;cap.;;;;;New Creaus bea. amer. Cárdenas, cap. Sundberg.;amer.;New Creaus;;;bea.;1871_10_22;Cárdenas;;
;;;;;Adame;cap.;;;;;Niw York vap. amer. Morre Castle, cap. Adame.;amer.;Morre Castle;;;vap.;1871_10_22;Niw York;;
Día 1:;;;;;;cap.;;;;;Caso Hueso en 1 dia gol. amer. Bauregard, cap.;amer.;Bauregard;;;gol.;1871_10_24;;;
Día 5:;;N/A: ;;;Newton;cap.;;;;;Cole, ton. 98, con gauado vacuno, & T. Salazar. -Mobila en 5 dias gol. amer. Linda, cap. Newton, ts.;amer.;Linda;;;gol.;1871_10_24;Mobila;;
;;;;;Orts;cap.;;;;;Cadiz frag. cap. Maravilla, cap Orts.;;;;;frag.;1871_10_24;Cadiz;;
;;;;;Echavarria;cap.;;;;;-Filadolfla borg. esp. Luisa, cap. Echavarria. --Coroña berg. esp. Villa de Camariñas, cap. Ochoa.;esp.;Luisa;;;borg.;1871_10_24;Filadolfla;;
;;;;;Echavarilete;cap.;;;;;-New York berg. esp. Resuito, cap. Echavarilete.;esp.;Resuito;;;berg.;1871_10_24;New York;;
Dia 25:;;;;;Franko;cap.;;;;;Dia 25: Do New Orleans en 3 dias vap. gorm Kola, cap. Franko,;;gorm Kola;;;vap.;1871_10_26;New Orleans;;
Día 5:;;;;;Van;cap.;;;;;New York en 5 dias vap. amer. Columbia, cap. Van;amer.;Columbia;;;vap.;1871_10_26;New York;;
Día 7:;;N/A:  | N/A: ;;;Backer;cap.;;;;;Siss, tous. 1,500, con efectos, & Drain y cp.-Pasageг.8 27. - New Orleans y Caro Hueso en 7 dias vap. americano Margaret, cap. Backer, tons. 570, cou (fectos, &;americano;Margaret;;;vap.;1871_10_26;New Orleans;;
Día 53:;;;;;Albersen;cap.;;;;;-Cardiff on 53 dias frag. ror. Shiol, cap. Albersen,;ror.;Shiol;;;frag.;1871_10_26;Cardiff;;
Día 53:;;N/A: ;;;Townsend;cap.;;;;;cap. Townsend, tous. [17, con viveres, M Finlay _ Christiansund en 53 dias berg. noruego Fagerheim,;noruego;Fagerheim;;;berg.;1871_10_27;Christiansund;;
;;N/A: ;;;Kulce;cap.;;;;;cap. Kulce, tons. 112, con 'bacalao, á A. Serpa y;;;;;;1871_10_27;;;
;;N/A:  | N/A:  | N/A: ;;;Trosca;cap.;;;;;tos, & J. J. Co Leucdi-Pasag. 383 -Caso Hueso pa'l. am. M. N. Lindsey, cap. Trosca, 18 135, con garado, Artiz Caamaño y Martinez. -Cienfuegos on dias berg. osp. Paquete do Torranova, cap. Noguerdes, ta 160, en laatre, á J. Raficass cp-Esto bugno vieno de arribada a causa do fuertes;am.;M. N. Lindsey;;;berg.;1871_10_28;Cienfuegos;;
Día 14:;;N/A: ;;;Wa;cap.;;;;;cap. Biggot, tona. 516, con maquinaria, & G. H. Ros. -Pert'and en 14 dias berg gol. am. Merriwa, cap. Wa;am.;Merriwa;;;berg;1871_10_29;Pert'and;;
Día 1:;;;;;Lowe;cap.;;;;;-Caso Hneɛo en 1 dia gol. am. Ariotla, cap. Lowe,;am.;Ariotla;;;gol.;1871_10_29;;;
;;;;;Vansier;cap.;;;;;N. York vap. am. Columbia, cap. Vansier.;am.;Columbia;;;vap.;1871_10_29;N. York;;
Dia 31:;;;;;Nelson;cap.;;;;;Dia 31: Para Baltimoro berg. ing. Cheviot, cap. Nelson --Caro Hueso gol. amer. Harriot Maria, cap. Davis.;ing.;Cheviot;;;berg.;1871_11_01;Caro Hueso;;
;;;;;Low;cap.;;;;;Cajo Hueso gol. amor. Arietis, cap. Low.;;Arietis;;;gol.;1871_11_01;Hueso;;
;;;;;;cap.;;;;;Terra berg. esp. Paqueto do Terranova, cap.;esp.;Paqueto do Terranova;;;berg.;1871_11_02;;;
Día 1:;;;;;Eneas;cap.;;;10-11-XXXX;;Noviembre 10 Do Cayo Hueso en 1 dia gol. ing. Azorian, cap. Eneas,;ing.;Azorian;;;gol.;1871_11_03;Cayo Hueso;;
;;;;;Lippincott;cap.;;;;;Filadelfa berg. amer. S. V. Merrick, cap. Lippincott;amer.;S. V. Merrick;;;berg.;1871_11_03;Filadelfa;;
Día 54:;;;;;Cumings;cap.;;;;;-Cardiff en 54 dias frag. ing. India, cap. Cumings,;ing.;India;;;frag.;1871_11_03;Cardiff;;
Día 11:;;N/A: ;;;Araluzoa;cap.;;;;;lio reso en 11 dias frag. cap. Couchita M., cap. Araluzoa, ton. 3), con campechesia, á Ramoa do a;;Couchita M.;;;frag.;1871_11_04;;;
;;;;;l'endJeton;cap.;;;;;New Orleansy escalas vap.amer. Florids, cap. l'endJeton.;amer.;Florids;;;vap.;1871_11_04;New Orleans;;
;;;;;Knight;cap.;;;;;Btimore berg. amer. Agnes Barton, cap. Knight, - Hueso gol amer. Frank cap. Russoll.;amer.;Agnes Barton;;;berg.;1871_11_04;Btimore;;
Día :;;;;;;cap.;;;;;Dia : De Montevideo en 4 dias berg. esp. Maria Elisa, cap.;esp.;Maria Elisa;;;berg.;1871_11_05;Montevideo;;
Día:;;;;;Eacas;cap.;;;;;Dia: Pare Caso Hueso gol. ing. Azerian, cap. Eacas.;ing.;Azerian;;;gol.;1871_11_05;;;
;;N/A:  | N/A: ;;;Simonson;cap.;;;;;, cap. Simonson, tons. 193, con maderas, & M.;;;;;;1871_11_07;;;
Día 5:;;;;;;cap.;;;;;New Orleans en 5 dias berg. gol. ing. Hope, cap.;ing.;Hope;;;berg.;1871_11_07;New Orleans;;
Día 50:;;;;;;cap.;;;;;Liverpool en 50 dias frag. ig. War Spirit, cap.;ig.;War Spirit;;;frag.;1871_11_07;Liverpool;;
Dia Para:;;;;;Westberg;cap.;;;;;"Dia Para Santander lea. esp. Panam³, cap. Domor ceh."" -New York bos. am. John Griffin, cap. Westberg.";am.;John Griffin;;;bos.;1871_11_07;New York;;
;;;;;Dyer;cap.;;;;;St. Mary (Georgia) berg. ing. J Policdo cap. Dyer.;ing.;J Policdo;;;berg.;1871_11_07;St. Mary (Georgia);;
;;;;;Astenza;cap.;;;;;Progreso berg. esp, Esperanza, cap. Astenza.;esp;Esperanza;;;berg.;1871_11_07;Progreso;;
Día 1:;;N/A: ;;;Fi;cap.;;;;;con pescado vivo, & V. Carabia. .-Caso Huoso en 1 dia gol. am. Sarah Hall. cap. Fi;am.;Sarah Hall;;;gol.;1871_11_08;;;
Día 17:;;;;;Fergu;cap.;;;;;r08 45 - Halifax on 17 dias gol. ing. Sarah Jano, cap. Fergu;ing.;Sarah Jano;;;gol.;1871_11_08;Halifax;;
Día 4:;;N/A: ;;;Bohlgas;cap.;;;;;-Panzacola en 4 dias berg. esp. Francisco, cap. Bohlgas, ton. 202, con mideras. á la órden;esp.;Francisco;;;berg.;1871_11_09;Panzacola;;
Día 15:;;;;;;cap.;;;;;Filadelfia en 15 dias gol. am. Ramon de Ajaria, cap.;am.;Ramon de Ajaria;;;gol.;1871_11_09;Filadelfia;;
Día 9:;;;;;;cap.;;;;;Trujillo (Honduras) on 9 dias gol. ing. Selkirk, cap.;ing.;Selkirk;;;gol.;1871_11_09;Trujillo (Honduras);;
Día 5:;;N/A: ;;;Dɛaken;cap.;;;;;)!a!: Do N. York en 5 d'as vap.am. City of Mérida, cap. Dɛaken, ton. 11:0, con efectos, á Zaldo y cp.-Pas;am.;City of Mérida;;;vap.;1871_11_10;N. York;;
Día 19:;;;;;Tibbett;cap.;;;;;-Portland en 19 dias berg. am Torrent. cap. Tibbett,;am;Torrent;;;berg.;1871_11_10;Portland;;
Día 17:;;N/A:  | N/A: ;;;;cap.;;;;;ton. 235, con maderas y envases, á Zaldo y cp-St. John (N. B) en 17 dias berg. am. Mariposa, cap.;am.;Mariposa;;;berg.;1871_11_10;Zaldo;;
Día :;;;;;Arteta;cap.;;;;;Dia: Para Bilbao berg. esp. Asuncion, cap. Arteta.;esp.;Asuncion;;;berg.;1871_11_10;;;
;;;;;Le l'ane;cap.;;;;;N. York berg. ing. Fiorenca, cap. Le l'ane;ing.;Fiorenca;;;berg.;1871_11_10;N. York;;
;;;;;Me Chity;cap.;;;;;-Bosten berg. am. Clara M. Goodrich, cap. Me Chity.;am.;Clara M. Goodrich;;;berg.;1871_11_10;Bosten;;
;;;;;Landeta;cap.;;;;;-Chirleston berg. esp. Sirio, cap. Landeta.;esp.;Sirio;;;berg.;1871_11_10;Chirleston;;
;;;;;Kock;cap.;;;;;N. Yoik berg. nor. Collega, cap. Kock.;nor.;Collega;;;berg.;1871_11_10;;;
Día 6:;;;;;Kain;cap.;;;;;Y CA - Pauzacola en 6 dias berg. ing. Dashaway cap. Kain,;ing.;Dashaway;;;berg.;1871_11_11;Y CA;;
Día 5:;;N/A:  | N/A:  | N/A: ;;;Timmerman;cap.;;;;;tns. 192, con maderas á Mojarrieta y cp. _ Veracrus y Progreso en 5 dias vap. am. City of M6xloo, cap. Timmerman. ton. 1027, con efectos, & Zal;am.;City of M6xloo;;;vap.;1871_11_11;Mojarrieta;;
Dia 11:;;;;;;cap.;;;;;Dia 11: De Barceloza y Maga en 21 dins vap. esp. Maria cap.;esp.;Maria;;;vap.;1871_11_12;Barceloza y Maga;;
;;N/A: ;;;Backer;cap.;;;;;amov. Margaret. cap. Backer, tons. 508, con efectɔ̃a,;;Margaret;;;amov.;1871_11_14;;;
Día 1:;;;;;;cap.;;;;;-Cayo Hueso en 1 dia gol. amor. Harriet Maria, cap.;;amor. Harriet Maria;;;gol.;1871_11_14;Cayo Hueso;;
Día 58:;;N/A: ;;;capitan;cap.;;;;;Davis, tons. 100, con ganado vacuno, á Caamaño, -San Sebastian en 58 dlas berg. esp. Pronto, capitan;esp.;Pronto;;;berg.;1871_11_14;San Sebastian;;
;;N/A: ;;;Mas;cap.;;;;;bea. esp Aranco, cap. Mas, tons. 301, con frutos, á;esp;Aranco;;;bea.;1871_11_14;;;
Día 46:;;N/A: ;;;Fagorlund;cap.;;;;;Swansea on 46 dias frag. rosa Tarku, cap. Fagorlund, tons. 483, con carbon de piedra, á Sobrinos de;;rosa Tarku;;;frag.;1871_11_14;Swansea;;
Día 60:;;N/A:  | N/A:  | N/A: ;;;Palamós;cap.;;;;;-Montevideo en 60 dias berg. cap. Palamós, cap. Cabuja, tons. 170, con tasajo, & A. Serpa y op-Pasa;;;;;berg.;1871_11_14;Montevideo;;
Día 8:;;;;;;cap.;;;;;New York en 8 dias vap. am. Francis Wright, cap.;am.;Francis Wright;;;vap.;1871_11_14;New York;;
Día 33:;;N/A: ;;;López;cap.;;;;;-Cádiz en 33 dias frag. esp Vénus, cap. López, tons.;esp;Vénus;;;frag.;1871_11_14;Cádiz;;
Día 1:;;N/A:  | N/A: ;;;Ugalde;cap.;;;;;334, con fratos, & Marzan Ha.-Pasige. 17. -Cárdenas en 1 dia berg. esp. Bat, cap. Ugalde, tons.;esp.;Bat;;;berg.;1871_11_14;Cárdenas;;
;;N/A: ;;;Cacho;cap.;;;;;esp. Barcelona, cap. Cacho, tons. 183, con ofeotos,;esp.;;;;;1871_11_14;Barcelona;;
Dia 11:;;;;;Pazo;cap.;;;;;Dia 11: Para Canarias berg. cap. Dolores, cap. Pazo, --Progreso y Veraeraz vap. am. City of Mérida, cap.;am.;City of Mérida;;;berg.;1871_11_14;Canarias;;
;;;;;Blair;cap.;;;;;New York berg. amer Long Reach, cap. Blair.;;Long Reach;;;berg.;1871_11_14;New York;;
;;;;;Curtis;cap.;;;;;New Orleans gol. amer, Frank Atwood, cap. Curtis;amer;Frank Atwood;;;gol.;1871_11_15;New Orleans;;
;;;;;;;;;;;De N. Yo k, en el vapor amorie: no COLUMBIA:;COLUMBIA;amorie;;;vapor;1871_11_16;N. Yo k;;
Día 1:;;;;;Bocker;cap.;;;;;Saya Huso en 1 dia gol. ing. Dearborn, cap. Bocker;ing.;Dearborn;;;gol.;1871_11_17;;;
Día 16:;;;;;;cap.;;;;;Tia 16: Para Southampton y Brémen, vap. germ. Frankfurt, cap.;germ.;Frankfurt;;;vap.;1871_11_18;Southampton y Brémen;;
;;;;;Sewz;cap.;;;;;-N. Orleans frag. ing. Glendower, cap. Sewz.;ing.;Glendower;;;frag.;1871_11_18;N. Orleans;;
;;;;;Riestra;cap.;;;;;Savannah vap. esp Rita, cap. Riestra. - New York vap. amer. Columbia, cap. Van Stee.;esp.;Rita;;;vap.;1871_11_19;Savannah;;
;;N/A: ;;;Terri;cap.;;;;;Waver os cap. Terri, tons. 170 con carbou de piedra;;Waver;;;;1871_11_22;;;
;;N/A: ;;;Morten;cap.;;;;;cap. Morten. tons. 1271, con efcetos, a Dražu y Cp.;;;;;;1871_11_23;;;
Día 6:;;N/A:  | N/A: ;;;Soltau;cap.;;;;;cap. Soltau, tons. 96, con palo do tinte, & J. M. Avendaño-Pasɔgs. 3. - Ambéres en 6s dias bergantin germánico Lill, ca;germánico;Lill;;;bergantin;1871_11_23;;;
Día 45:;;N/A:  | N/A: ;;;Maipó;cap.;;;;;pitan Aib.rs, tons. 1, con maquinaria, á la órden. - Barcelona en 45 diss tea. cap. Maipó, cap. Estrader, tons 362, con frutos, á Samá Sotolongo y comp.;;Aib.rs;;;;1871_11_23;Barcelona;;
Día 1:;;;;;Raymond;cap.;;;;;Cayo Buoso in 1 da gol. am. Goddes, cap. Raymond;am.;Goddes;;;gol.;1871_11_24;Cayo Buoso;;
Dia 22:;;;;;West;cap.;;;;;Dia 22: Para Veracruz vap. ing. Corsica, cap. West.;ing.;Corsica;;;vap.;1871_11_24;Veracruz;;
;;;;;Melville;cap.;;;;;-Savannah berg. am. Hedwood, cap. Melville.;am.;Hedwood;;;berg.;1871_11_24;Savannah;;
;;;;;Evans;cap.;;;;;-Galveston vap. am. Bolivar, cap. Evans.;am.;Bolivar;;;vap.;1871_11_24;Galveston;;
;;;;;Kup;cap.;;;;;C. Haoso gol.am. Thomas P Barkalow. cap. Kup.;am.;Thomas P Barkalow;;;gol.;1871_11_24;;;
;;;;;Brown;cap.;;;;;Trajillo gol. ing. Silkirk, cap. Brown.;ing.;Silkirk;;;gol.;1871_11_24;Trajillo;;
;;;;;Bakat;cap.;;;;;-C. Iueso gol. am. Asa Eldrigo, cap. Bakat.;am.;Asa Eldrigo;;;gol.;1871_11_24;;;
;;;;;Philips;cap.;;;;;N. York vap. am. Cleopatra, cap. Philips.;am.;Cleopatra;;;vap.;1871_11_24;N. York;;
;;;;;Johnson;cap.;;;;;N. Orleans vap. ain. Maryland, cap. Johnson.;;Maryland;;;vap.;1871_11_24;N. Orleans;;
;;;;;Bigott;cap.;;;;;Galveston berg.ing. Rosalind, cap. Bigott.;ing.;Rosalind;;;berg.;1871_11_24;Galveston;;
;;N/A: ;;;Eneas;cap.;;;;;ton. 780, con efectos, á G. Neilson-l'asag. 20 -Caso lueso en 2 lias gol. ing. Azorian, cap. Eneas,;ing.;Azorian;;;gol.;1871_11_25;;;
Día 11:;;;;;;cap.;;;;;-Newport (R. I.) en 11 dias gol. am. Donna Anna, cap.;am.;Donna Anna;;;gol.;1871_11_25;Newport (R. I.);;
Día 1:;;;;;Zaragoza;cap.;;;;;Dia 1: Para Sevil a, vía Cárdenas, berg. cap. Parisima Concepcion, cap Zaragoza - Valencia y Barcelona berg, esp. Obzorvador, capitan;esp.;Obzorvador;;;berg.;1871_11_25;Sevil;;
;;;;;Thompson;cap.;;;;;Caso Hueso gol. ing. Ramson, cap. Thompson;ing.;Ramson;;;gol.;1871_11_25;;;
;;;;;Catherino;cap.;;;;;N. Orleans vap. am. Yazoo, cap. Catherino.;am.;Yazoo;;;vap.;1871_11_25;N. Orleans;;
;;N/A: ;;;Taylor;cap.;;;;;cap. Taylor, tons. 85, con maderas, à M. Finlay y;;;;;tons.;1871_11_26;;;
Día 2:;;;;;;cap.;;;;;comp. - Marsella en 2 dias frag. ital. Carolina Galatola, cap.;ital.;Carolina Galatola;;;frag.;1871_11_28;Marsella;;
Día 6:;;;;;Eneas;cap.;;;;;Dia 6: Para Cayo Hueso gol. ing. Azorian, cap. Eneas;ing.;Azorian;;;gol.;1871_11_28;Cayo Hueso;;
;;;;;Ferguson;cap.;;;;;-New York gol. ing. Sarah Jane, cap. Ferguson;ing.;Sarah Jane;;;gol.;1871_11_28;New York;;
;;;;;RichardBOD;cap.;;;;;-Panzazola berg. tr. Williams Mason, cap. RichardBOD;;Williams Mason;;;berg.;1871_11_28;;;
Dia 27:;;;;;Von Emstar;cap.;;;;;Dia 27: Para N. Or.cans vap. germ. Now York, cap. Von Emstar.;germ.;Now York;;;vap.;1871_11_29;N. Or.cans;;
Dia 29:;;;;;;cap.;;;;;Dia 29: Da New York en 5 dias vap. amer. Morro Castle. cap.;amer.;Morro Castle;;;vap.;1871_11_30;New York;;
Día 49:;;;;;Aldamis;cap.;;;;;-Londres on 49 dias berg. esp. Tomás. cap. Aldamis,;esp.;Tomás;;;berg.;1871_11_30;Londres;;
;;;;;San Bruno;cap.;;;;;Cádiz berg. cap. San Bruno, cap, Lloret.;;;;;berg.;1871_11_30;Cádiz;;
;;;;;Mnlford;cap.;;;;;-New York berg. ing. Flora, cap. Mnlford.;ing.;Flora;;;berg.;1871_11_30;New York;;
;;;;;Fontanilla;cap.;;;;;Charleston pol. esp. Sorpresa, cap. Fontanilla.;esp.;Sorpresa;;;pol.;1871_11_30;Charleston;;
;;;;;Roberts;cap.;;;;;Cayo Huero gol. amer. Beauregard, cap. Roberts.;amer.;Beauregard;;;gol.;1871_11_30;Cayo Huero;;
;;;;;Raymond;cap.;;;;;-Cayo Hueso gol. am. Goddess, cap. Raymond;am.;Goddess;;;gol.;1871_11_30;Cayo Hueso;;
