arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;;;;Littlefield;cap.;;;;;-Cienfurges, berg. am. Nellie Clifford, cap. Littlefield.:;am.;Nellie Clifford;;;berg.;1871_05_18;Cienfurges;;
;;;;;Wilsor;cap.;;;;;-Baltimoro gol. amer. Wm. Wilson, cap. Wilsor.;amer.;Wm. Wilson;;;gol.;1871_05_19;Baltimoro;;
;;;;;Rollins;cap.;;;;;-Calbarien gol. am. Charles Dennis, cap. Rollins.;am.;Charles Dennis;;;gol.;1871_05_19;Calbarien;;
Día 1:;;;;;Ladd;cap.;;;;;-Cayo Ineso en 1 da vap. amer. Gussie, cap. Ladd,;amer.;Gussie;;;vap.;1871_05_20;Cayo Ineso;;
;;N/A:  | N/A: ;;;Van Cice;cap.;;;;;cap. Van Cice, tons. 1500, con efectos & Drain-PaBageros 9;;;;;;1871_05_20;;;
Día 13:;;;;;;;;;;;Manzanillo en 13 dias berg. gol. esp. Glorias de;esp.;Glorias de;;;berg.;1871_05_20;Manzanillo;;
;;;;;Mc Carty;cap.;;;;;-Cayo Hueso vap. amer. Resolute, cap. Mc Carty.;amer.;Resolute;;;vap.;1871_05_20;Cayo Hueso;;
Día 1:;;;;;Lowe;cap.;;;;;Caye Hueso en un dia gol. ama Arietis, cap. Lowe,;ama;Arietis;;;gol.;1871_05_21;Caye Hueso;;
Día 52:;;N/A:  | N/A:  | N/A: ;;;Burnham;cap.;;;;;ten. 6 con ganado va no, & S. C. Burnham. -Batedona en 52 dias frag. cap. Favorita, can. Casabaton 678, con ftutia, & D. Balce ls-Pasageby escalas vapor esp. Polayo, cap. Sitches, con;esp.;Favorita;;;frag.;1871_05_21;Casabaton;;
Día 15:;;;;;;cap.;;;;;-New York en 15 dias berg. am. Mary A. Chase, cap.;am.;Mary A. Chase;;;berg.;1871_05_21;New York;;
Día 17:;;;;;;cap.;;;;;Baston en 17 dias gol. am. Addio M. Chadmick, cap.;am.;Addio M. Chadmick;;;gol.;1871_05_21;Baston;;
Día 35:;;N/A: ;;;Pang;cap.;;;;;Filadelfia 14 as bei am. Elliot Ritchie, capitau Pang, ton, 615, con efectos á Zado y ep. --St. John (N. B) en 35 dias gol. ing. N. J. Miller, cap.;ing.;N. J. Miller;;;gol.;1871_05_21;Filadelfia;;
Día 4:;;;;;;cap.;;;;;Pa'ma de Mallorca y I'de:to Rico en 4 dias pol. cap.;;;;;pol.;1871_05_21;Mallorca;;
Día 2:;;;;;Abando;cap.;;;;;-Burdeos eu 2 dias berg. cap. Abando, cap. I asi, tn.;;;;;berg.;1871_05_21;Burdeos;;
Día 2:;;;;;Mariana;cap.;;;;;-4uiz en 2 dias pol. cap. Mariana, cap. Villajoyosa,;;;;;pol.;1871_05_21;;;
Día 63:;;;;;;cap.;;;;;au Sebastinen 63 dias pol. g. eap.Swormore, cap.;;g. eap.Swormore;;;pol.;1871_05_21;Sebastinen;;
Día 20:;;N/A: ;;;Wade Hely;cp.;;;;;70, con cartes A Wade Hely cp. -iladelfia en 20 dias berg. gol. am. Ellen Bernard.;am.;Ellen Bernard;;;berg.;1871_05_21;Filadelfia;;
Día 26:;;N/A: ;;;;cap.;;;;;Giles, ton. 296, con efectos, a Mojarrieta y comp - St. John (N B.) en 26 dias berg. ing. Wanderer. cap.;ing.;Wanderer;;;berg.;1871_05_23;St. John (N B.);;
Dia 21:;;;;;Van Sico;cap.;;;;;Dia 21: Para New York vap. amer. Columbia, cap. Van Sico.;amer.;Columbia;;;vap.;1871_05_23;New York;;
;;;;;Malmstron;cap.;;;;;New York bea, rusa Pallaa, cap. Malmstron. --Filadelfia berg. germ. Holics, cap. Mencke.;rusa;Pallaa;;;bea;1871_05_23;New York;;
Día 3:;;;;;Bar;cap.;;;;;1:a 3: Do N. Orleans on 3 dias vap. germ. Frankfurt, cap. Bar;germ.;Frankfurt;;;vap.;1871_05_24;N. Orleans;;
Día 3:;null;N/A:  | N/A: ;;;Hovey;cap.;;;01-01-1900;;re, tha. 1900, con efectos & H. Upmann. Pasags. 112 - N. Orleaus en 3 dias vap. am. Lodona, cap. Hovey,;am.;Lodona;;;vap.;1871_05_24;N. Orleaus;;
Dia 22:;;;;;Bruce;cap.;;;;;Dia 22: Para Verseraz vap. ing. Eidor, cap. Bruce.;ing.;Eidor;;;vap.;1871_05_24;;;
Dia 24:;;N/A:  | N/A: ;;;Edwards;cap.;;;;;Dia 24: De New York y Nassau en 5 dias vapor amer. Missouri, cap. Edwards, tons. 1270, con efectos, a Drain y;amer.;Missouri;;;vapor;1871_05_25;New York y Nassau;;
Dia 24:;;;;;Malmernse;cap.;;;;;Dia 24: Para Falmouth berg. sueco Bore, cap. Malmernse.;sueco;Bore;;;berg.;1871_05_25;;;
;;;;;Moran;cap.;;;;;-Avilé[berg. eap. Francisca. cap. Moran.;;Francisca;;;berg.;1871_05_25;Avilé;;
Día 25:;;;;;Carabia;cap.;;;;;Fia 25: Do Liver ool en 53 dias frag. eap Feliz, cap. Carabia,;;Feliz;;;frag.;1871_05_26;Liverpool;;
;;;;;Isabel;cap.;;;;;Shielda. New Orleans bos, cap. Isabel, cap. Tomasino. -Mallorca y el extranjero berg. cap. Jóven Mariano,;;Shielda;;;berg.;1871_05_26;New Orleans;;
Día 17:;;;;;;cap.;;;;;New York en 17 dias frag. am. J. Bradler, cap.;am.;J. Bradler;;;frag.;1871_05_27;New York;;
;;;;;Alle;cap.;;;;;-Falmouth gol. Ing. Alarin, cap. Alle.;Ing.;Alarin;;;gol.;1871_05_27;Falmouth;;
;;N/A: ;;;Adams;cap.;;;;;berg. gol. ing. Teresa, cap. Adams, tors. 450, con;ing.;Teresa;;;berg.;1871_05_28;;;
Día 5:;;;;;Joaquina;cap.;;;;;Amberes. en 5 dias, berg. go!. cap. Joaquina. cap.;;go!;;;berg.;1871_05_28;Amberes;;
Día 23:;;N/A: ;;;Larkin;cap.;;;;;y Comp. -Boston. en 23 dias, berg. ing. Speed, cap. Larkin, toneladas 323, con efectos á Zaldo y C;ing.;Speed;;;berg.;1871_05_28;Boston;;
Día 10:;;;;;;cap.;;;;;Santhomae. Pto.-Rico y escalas, en 10 dias, vap. cap.;;;;;vap.;1871_05_28;Pto.-Rico;;
Día 27:;;;;;Vaguer;cap.;;;;;Dix 27: Para Boston gol. ing. Louisa D., cap. Vaguer.;ing.;Louisa D.;;;gol.;1871_05_28;Boston;;
;;;;;Kay;cap.;;;;;Caibien berg. ing. Harmony, cap. Kay.;ing.;Harmony;;;berg.;1871_05_28;Caibien;;
Día 23:;;;;;Bertran;cap.;;;;;Din 23: De Barcelona en 55 dias pol. eap. Paula, cap. Bertran,;;eap. Paula;;;pol.;1871_05_30;Barcelona;;
Día 40:;;N/A: ;;;Sast;cap.;;;;;51, con pescado vivo, á V. Carabia - Montevideo on 40 dias pol. esp. Elvira, cap. Sast,;esp.;Elvira;;;pol.;1871_05_30;Montevideo;;
;;;;;Maristany;cap.;;;;;New Orleans berg. esp. Jóven Miguel, cap. Maristany;esp.;Jóven Miguel;;;berg.;1871_05_30;New Orleans;;
;;;;;Argentol;cap.;;;;;Now Orleats frag. esp. India, cap. Argentol;esp.;India;;;frag.;1871_05_30;Now Orleats;;
;;;;;York;cap.;;;;;-Cienfuegos berg. am. Mattie B. Rassell, cap. York;am.;Mattie B. Rassell;;;berg.;1871_05_30;Cienfuegos;;
Día 1:;;;;;Ibi ña;cap.;;;;;Junio 1º Do Ambéres en 56 dias berg. esp. Manuela, cap. Ibi ña;esp.;Manuela;;;berg.;1871_06_02;Do Ambéres;;
Día 56:;;N/A: ;;;F. Van Assche;cap.;;;;;ga, tons. 180, con morcanciis, & F. Van Assche. -Liverpool en 56 dias bca. ing. Florence Barclay, cap.;ing.;Florence Barclay;;;bca.;1871_06_02;Liverpool;;
;;N/A:  | N/A: ;;;Llenas;cap.;;;;;Fortuna, cap. Llenas, tons. 202, con tasajo, á Rigal y;;Fortuna;;;;1871_06_02;;;
Día 18:;;N/A:  | N/A: ;;;White;cap.;;;;;da, tons. 267, con mercancia8, & L. Willy Cr - St. John (N. B) en 18 dias boa. amer. Sarah Hobart, cap. White, tons. 350. con cortes de caja, & M.;amer.;Sarah Hobart;;;boa.;1871_06_02;St. John (N. B);;
;;;;;Dɔlau;cap.;;;;;-Cienfuegos berg. am. Mary E. Chase, cap. Dɔlau;am.;Mary E. Chase;;;berg.;1871_06_03;Cienfuegos;;
;;N/A: ;;;Quintana;cap.;;;;;Comillas, cap. Quintana, tons. 480, con frutos, a vn;;;;;;1871_06_04;;;
Día 20:;;;;;;cap.;;;;;St. John (N. B.) en 20 dias berg. ing. Masonic, cap.;ing.;Masonic;;;berg.;1871_06_04;St. John (N. B.);;
Día 0:;;N/A: ;;;Codina;cap.;;;;;Carron, tons. 170..con maderas, M Molly cp. --arcelona en dias corb. esp, Amália, cap. Codina;esp;Amália;;;corb.;1871_06_04;Barcelona;;
Día 21:;;N/A: ;;;Lauront;cap.;;;;;Franos. cap. Lauront, tons. 1802, con efectos, á Caro Ha. y Watson-Pas. 21..;;Franos;;;;1871_06_04;;;
Dia 3:;;;;;Adams;cap.;;;;;Dia 3: Para New York vap. amor. Morro Castle, cap. Adams.;;Morro Castle;;;vap.;1871_06_04;New York;;
;;N/A: ;;;Overage;cap.;;;;;Prim. cap. Overage, tons. 135, con bacalao, á A. Ser.;;;;;;1871_06_06;;;
Día 5:;;N/A: ;;;Denken;cap.;;;;;Dia 5 New York en 5 dias vap. americano City of Mérida. cap. Denken, tons. 1,3.0, con efectos, a Zaldo y ca -Pasage. 37. -Veracruz on 43 dias vap. ing. Eider. capitan Bruce, tone, 1200, con efectos, á J. V. Crawford.-Pass geros 19. Cayo lineso en dia vivero americano Mary H. Boye. cap. Curry. toneladas 28, con pescado vivo, á V. Carabla.;americano;City of Mérida;;;vap.;1871_06_06;New York;;
;;;;;Laurent;cap.;;;;;Veracruz vap. fran, France. cap. Laurent.;France;fran;;;vap.;1871_06_06;Veracruz;;
Día 45:;;N/A:  | N/A:  | N/A: ;;;Sust;cap.;;;;;N. Deulofeu.-Pasag. 11. Barcelona on 45 dias berg. Integridad, cap. Sust, ton. 360, con frutos, & Gasol y cp.;;Integridad;;;berg.;1871_06_07;Barcelona;;
Día 7:;;;;;Wilson;cap.;;;;;Dia 7: --New York berg. am. Adelaido, cap. Wilson;am.;Adelaido;;;berg.;1871_06_08;New York;;
;;;;;Me Donald;cap.;;;;;St. John (N. B.) gol. ing. N. J. Miller, cap. Me Donald.;ing.;N. J. Miller;;;gol.;1871_06_09;St. John (N. B.);;
;;;;;Sora;cap.;;;;;Gibarn y Nuoritas pol. esp Dolores, cap. Sora.;esp;Dolores;;;pol.;1871_06_09;Gibarn y Nuoritas;;
;;;;;Douglas;cap.;;;;;Weeka. - Cárdenas berg. ing. Robin, cap. Douglas.;ing.;Robin;;;berg.;1871_06_09;Cárdenas;;
Día 45:;;;;;Wilson;cap.;;;;;res1 ---Cardiff en 45 dias frag. ing. Bina, cap. Wilson, ton.;ing.;Bina;;;frag.;1871_06_10;Cardiff;;
Día 50:;;N/A: ;;;Steward;cap.;;;;;Newcastle en 50 dias berg. ing. Citadel, cap. Steward. ton. 245, con carbon de piedra, á la Compañía;ing.;Citadel;;;berg.;1871_06_10;Newcastle;;
;;;;;Lowe;cap.;;;;;Larragecti -Cayo HRose gol. a. Ariotis, cap. Lowe.;;Ariotis;;;gol.;1871_06_11;Cayo HRose;;
Día 44:;;N/A:  | N/A: ;;;Serra;cap.;;;;;ts. 45, con pescado vivo, á F. Casteleiro. _ Barcelona en 44 dias pol. esp. Palmira, cap. Serra, ton. 230, con feutos, & Fabra, Kiera 5.op.;esp.;Palmira;;;pol.;1871_06_13;Barcelona;;
;;;;;Bastarochea;cp.;;;;;-Kingston (Jamaica) bca. cap. Elina, cp Bastarrochea. -Sidney (N. E.) berg. ing. Island Lass, op. Mo Load. -N. York gol. am. Gov. J. Smith, cp. Hoffard. Sagua la Graude berg. am. Martha A. Berry, cap Chaso. -Matanzas berg. esp. Jóvon Eduardo, op. Marlés. Calbarion gol. am. Clara W. Elwell, cp. Giles.;;Island Lass;;;bca.;1871_06_13;Kingston (Jamaica);;
;;;;;;cap.;;;;;-Mallorca y el extranjero berg. esp. Pensativo, cap.;esp.;Pensativo;;;berg.;1871_06_13;Mallorca;;
Día 13:;;N/A: ;;;D. Simon Manzane;cap.;;;;;-Gibara. vapor do guerra nacional Bazan, comandaute el teniente de avio D. Simon Manzane. -Londres, en 13 dias, bca. esp. Constanoi, cap. (iorordo, tons. 317, con mercancías, & la órdon.;esp.;Bazan;;;vapor;1871_06_14;Gibara;;
Día 12:;;N/A: ;;;Y. M. Zangronis;;;;;;Cosicot, tons. 463, con guano, & Y. M. Zangronis _Santhomas y escalas, en 12 dias, vap. eap. Barcelona;;Santhomas;;;vap.;1871_06_14;Barcelona;;
Día 3:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Catharino;cap.;;;;;cap. Cacho, tons. 130, con efectos & R. Herrera.-Pasajeros 113. -New Orleans, en 3 dias, vap. am. Yazoo, cap. Catharino tons. 870, con efectos á G. Neilson-Pasageгos 25.;am.;Yazoo;;;vap.;1871_06_14;New Orleans;;
Día 3:;;N/A:  | N/A: ;;;Hetherigton;cap.;;;;;"-Greenock, en 3 ilias, bea. ing. Smyrna, cap. Hetherigton, tons. 354; con ladrillos y carbon do piedra, á";ing.;Smyrna;;;bea.;1871_06_14;Greenock;;
Día 55:;;N/A: ;;;Zaragoza;cap.;;;;;-Barcelona y Santa Pola en 55 dias berg. gol. orp. Pepita, cap. Zaragoza, ton. 202, con frutos. á Boada y;gol.;orp. Pepita;;;berg.;1871_06_14;Barcelona y Santa Pola;;
Día 48:;;;;;Juliana;cap.;;;;;comp. -Amberes en 48 dias berg. cap. Juliana, cap. Urruha.;;Amberes;;;berg.;1871_06_14;Amberes;;
Día 52:;;N/A: ;;;Casarlego;cap.;;;;;Glasgow en 2 dias corb. osp. Marina, cap. Casarlego, ton 2 con efectos. á la órden. _Barcelona on 52 dias berg. esp. Nuevo Victoria, cap.;esp.;Nuevo Victoria;;;berg.;1871_06_14;Glasgow;;
Día 3:;;;;;Barceló;cap.;;;;;-Nuevitas en 3 dias pol. esp. Margarita, cap. Barceló,;esp.;Margarita;;;pol.;1871_06_14;Nuevitas;;
Día 50:;;N/A: ;;;Juliá;cap.;;;;;tons. 332, con harina, á J. Demestre. - Cartagena en 50 dias corb. esp. Boa, cap. Juliá, tous.;esp.;Boa;;;corb.;1871_06_14;Cartagena;;
Día 4:;;;;;;cap.;;;;;Malaga en 4 dias berg. esp. Nuevo San José, cap.;esp.;Nuevo San José;;;berg.;1871_06_14;Malaga;;
;;;;;Tingloy;cap.;;;;;Delaware, berg. ing. Leona, cap. Tingloy.;ing.;Leona;;;berg.;1871_06_14;Delaware;;
Día 45:;;;;;Hasfield;cap.;;;;;Liverpool en 45 dias frag. ing. Mona, cap. Hasfield,;ing.;Mona;;;frag.;1871_06_15;Liverpool;;
Día 17:;;;;;Boff;cap.;;;;;-New Orleans on 17 diss berg. ing. Ruth, cap. Boff,;ing.;Ruth;;;berg.;1871_06_15;New Orleans;;
Día 14:;;;;;Lindstrom;cap.;;;;;Dia 14 Para Falmouth berg. sueco Armida, cap. Lindstrom;sueco;Armida;;;berg.;1871_06_15;;;
Día 6:;;N/A:  | N/A: ;;;Riera;cap.;;;;;- Barcelona en is dia berg. 6sp. Monjuich, cap. Riera, ton. 235 con frutos, & Mañó y ep. - Sisal en dia bea. esp. Cr.cencie, cap. Alegia,;esp.;Monjuich;;;berg.;1871_06_16;Barcelona;;
;;;;;White;cap.;;;;;New York berg. am. Agencra, cap. White.;am.;Agencra;;;berg.;1871_06_17;New York;;
Día 37:;;;;;Pores;cap.;;;;;102 17: De Cádiz on 37 dias frag. cap. Nuovo Apolo, cap. Pores,;;Nuovo Apolo;;;frag.;1871_06_18;Cádiz;;
Día 53:;;N/A:  | N/A: ;;;Herozuma;cap.;;;;;-Liverpool en 53 dias bez. esp. Paleta, cap. Herozuma. tons. 336, con ofectos, á N. Deulofeo. - Bero tonay Cartagena corb. cap. Union, cap. Sarriá;esp.;Paleta;;;bez.;1871_06_18;Liverpool;;
Día 1:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Koberts;cap.;;;;;tons. 127 cm vinos y frutos, á Vegaor y C -Cayo Hueso en 1 dia gol, am. Beauregard, cap. Koberts, ons. 50, con gañado, & Burnham y Ca;am.;Beauregard;;;gol.;1871_06_18;Cayo Hueso;;
;;;;;Isasi;cap.;;;;;-Amberes berg. esp. Abando, cap. Isasi.;esp.;Abando;;;berg.;1871_06_18;Amberes;;
;;;;;Ewards;cap.;;;;;M. York vap. am. Mi-scurl cap Ewards. - Thomasy St. Nazaire vap. francés France, cap.;am.;Mi-scurl;;;vap.;1871_06_18;M. York;;
;;;;;Russell;cap.;;;;;Cavo Hueso gol. amer. F. Frank, cap. Russell.;amer.;F. Frank;;;gol.;1871_06_18;;;
Día 1:;;;;;Arteia;cap.;;;;;Dia 1 Para la Coruña berg. ep. Carmencita. cap. Arteia;;Carmencita;;;berg.;1871_06_20;La Coruña;;
Día 1:;;N/A: ;;;Lowe;cap.;;;;;10, 19, 33, con percado vivo, V. Carabia. - Cayo Hueso en 1 dia gol. am. Arietis, cap. Lowe is,;am.;Arietis;;;gol.;1871_06_21;Cayo Hueso;;
Día 7:;;N/A: ;;;Mir;cap.;;;;;Wiliams, con pesoado vivo, á V. Carabia. -Cienfuegoa en 7 dias berg. esp. Lorenzo, cap. Mir.;esp.;Lorenzo;;;berg.;1871_06_21;Cienfuegoa;;
Día 56:;;N/A: ;;;Arrigunaga;cap.;;;;;-Liverpool on 44 dias bea. cap. Tetuan, cap. Arrigunaga, tons 370, con efectos, á Walker, y cp. - Barcelona en 56 dias berg. gol. esp. Maria Cleofe,;esp.;Maria Cleofe;;;berg.;1871_06_23;Liverpool;;
;;N/A:  | N/A: ;;;Ferrer;cap.;;;;;cap. Ferrer, tons. 126, con fratos, & J. Boada y Op.;;;;;;1871_06_23;;;
Día 57:;;;;;General;cap.;;;;;-Genova y Matanzas on 57 dias berg. cap. General;;;;;berg.;1871_06_23;Genova;;
;;N/A: ;;;Amigó;cap.;;;;;Valmasoda, cap. Amigó tons. 105, con arrez, á J.;;Valmasoda;;;;1871_06_23;;;
;;;;;;cap.;;;;;-Suthampton y Brémen vap. germ. Aannover, cap.;germ.;Aannover;;;vap.;1871_06_23;Suthampton y Brémen;;
Día 5:;;N/A:  | N/A: ;;;Gomez;cap.;;;;;ford. -Cayo Hueso en 1 dia viv. am. Montezuma, cap. Gomez, ton. 32, con pescado vivo, a V. Carabia. - N. York en 5 dia vap. am. City of México, cap. Timmerman, ton. 1400, con efectos, A Zaldo y cp.-Pasijeros 2y 11 de tránsito.;am.;Montezuma;;;viv.;1871_06_24;Cayo Hueso;;
Día 16:;;;;;D. Enrique Albacete;comandante;;;;;la mar cañonoro nacional Linco, comandante ol toniento de cavio D. Enrique Albacete.. -Amberca en 16 dias berg. gol. esp. Nueva E'olsa,;esp.;Linco;;;berg.;1871_06_24;Nueva E'olsa;;
Día 52:;;;;;;cap.;;;;;Montevideo on 52 dias pol. osp. Lira de Saf>, cap.;osp.;Lira de Saf;;;pol.;1871_06_24;Montevideo;;
Día 21:;;;;;Gusñabens;cap.;;;;;Dia 21. Para New York berg. esp. Aim ranto, ep. Gusñabens. - New York berg. cap. Integridad, cp. Luit.;esp.;Aim ranto;;;berg.;1871_06_25;New York;;
Dia 25:;;;;;;cap.;;;;;Dia 25: De Beaufort (NC) on 18 dias berg. an. Hattie B., cap.;;Hattie B.;;;berg.;1871_06_27;Beaufort (NC);;
;;N/A: ;;;Stris;cap.;;;;;berg. ep. Guanche, cap. Stris, tou. 111, con frutos, a;;ep. Guanche;;;berg.;1871_06_27;;;
Día 1:;;N/A:  | N/A: ;;;;cap.;;;;;Binder, ton. 354, con corbon do piedra, & la Compania del gas. - -Cayo Hueso en un dia gol. am. M. N. Lunday, cap.;am.;M. N. Lunday;;;gol.;1871_06_27;Cayo Hueso;;
Día XX:;;;;;;cap.;;;;;Caso Hueso en undia gol. am. Harriet Maria. cap.;am.;Harriet Maria;;;gol.;1871_06_27;Hueso;;
Día 43:;;;;;Pepita;cap.;;;;;-Bilbao en 43 dias gol. cap. Pepita, cap. Yagro, tous.;;;;;gol.;1871_06_27;Bilbao;;
Día 4:;;;;;;cap.;;;;;Dia 4: Para Nassau y N. York vap. am Morro Castle cap.;am;Morro Castle;;;vap.;1871_06_27;Nassau y N. York;;
Dia 27:;;;;;Jnan;cap.;;;;;Dia 27: Do Liverpool on 23 dias vap. cap. Jnan, cap. Albizuri,;;;;;vap.;1871_06_28;Liverpool;;
Día 2:;;;;;;cap.;;;;;-New Orleans en 2 dias vap. amer. Juniata, cap.;amer.;Juniata;;;vap.;1871_06_28;New Orleans;;
;;;;;Osabell;cap.;;;;;Ji Para Filadelfia frag. cap. Favorita, cap. Osabell;;Favorita;;;frag.;1871_06_29;Ji;;
;;;;;Me Kay;cap.;;;;;-Cayo Hueso gol. am. M. N. Lindsey, cap. Me Kay.;am.;M. N. Lindsey;;;gol.;1871_06_29;Cayo Hueso;;
;;;;;Bocker;cap.;;;;;-Cayo Ineso gol. am. Harriet Marf. cap. Bocker.;am.;Harriet Marf;;;gol.;1871_06_29;Cayo Ineso;;
Día 3:;;N/A: ;;;Reod;cap.;;;;;N Orleans en 3 dias vap. am, Liberty cap. Reod, tus;am;Liberty;;;vap.;1871_07_01;N Orleans;;
;;;;;Adaris;cap.;;;;;Svi la en 41/as berg. cap. San José ep. Adaris.;;San José;;;berg.;1871_07_02;;;
;;;;;Dou Jus;cap.;;;;;Belle Isle berg. cap. Dou Jus. cap. Fraón.;;Belle Isle;;;berg.;1871_07_04;;;
;;;;;Sundberg;cap.;;;;;New York hea, amier. Cardenas, cap. Sundberg.;amier;Cardenas;;;;1871_07_04;New York;;
Día 3:;;;;;Ib'ig;cap.;;;;;Dia 3: -Laguna de Terminos berg. e.p. Masuala, cap. Ib'ig.;;Masuala;;;berg.;1871_07_04;Laguna de Terminos;;
Día 4:;;;;;い;cap.;;;;;Dia 4 Do San Sebastian en 44 dias berg. esp Aguina. a. cap. い 。;esp;Aguina;;;berg.;1871_07_05;San Sebastian;;
Día 4:;;N/A: ;;;En8;cap.;;;;;Dia 4 Para Mallorca y el extranjero berg. esp. Féuix, cap. En8: fat;esp.;Féuix;;;berg.;1871_07_05;Mallorca;;
Día 5:;;;;;Xi;cap.;;;;;Dia 5: Para Mallorca y el extranjero pol. esp. Resalia, cap. Xi.;esp.;Resalia;;;pol.;1871_07_06;Mallorca;;
;;;;;Carion;cap.;;;;;melis. - Baltimore berg. Ing. Masonic, cap. Carion.;Ing.;Masonic;;;berg.;1871_07_06;Baltimore;;
Día 12:;;N/A:  | N/A:  | N/A: ;;;Cordelora;cap.;;;;;Santander en 12 dias pol. cap. Cordelora, op. Sanjain, ton. Se, con harina, á B. Moll y comp-Ir. 2;;;;;pol.;1871_07_07;Santander;;
Día 6:;;;;;Nichols;cap.;;;;;Di 6. Para New York berg. Ingia Ruth, op. Rifkogel. -New York bea.m. J. B. Bradley, cap. Nichols.;ing.;Ingia Ruth;;;berg.;1871_07_07;New York;;
;;;;;Roberts;cap.;;;;;Cayo Hueso gol.am. Beanregard, cap. Roberts.;am.;Beanregard;;;gol.;1871_07_07;Cayo Hueso;;
;;;;;Correas;cap.;;;;;Christiansund berg. nor. General Prim, cap. Correas;nor.;General Prim;;;berg.;1871_07_07;Christiansund;;
Día 37:;;;;;Pedro Plandolit;cap.;;;;;comandante Me. Acosta. _ Barcelona en 37 dias frag. cap Pedro Plandolit, cap.;;;;;frag.;1871_07_09;Barcelona;;
Día 5:;;N/A: ;;;;cap.;;;;;Amengual, ts. 821, con frutos á 1. Gassol y cp—PaBejeros 5. - Mallorca y Gibara en al dias pol. esp. Ventura, cap.;esp.;Ventura;;;pol.;1871_07_09;Mallorca;;
;;N/A:  | N/A: ;;;Beotegut;cap.;;;;;nell, t. 107, con bacalso á Kuthven Whitman y cp. -- Liverpool en 46 dian berg. esp. Maria, cap. Beotegut, too. 780, con inorcaucias. A Morison Hls. -Cádiz en 39 dias boa eep. Dolores, cp. Guerra, ton;esp.;Maria;;;berg.;1871_07_09;Liverpool;;
Dia 9:;;N/A:  | N/A:  | N/A: ;;;Gardoqui;cap.;;;;;"Dia 9: De Liverpool en 40 dias bca. esp. Joaquina, cap. Gardoqui, tos. 338 con mercancías & Fesser y cp. -St Nazaire y escalas en 24 dias vap. frano. Wasbigton, cap. Beaufort, tas; 1998, con efectos & Care H.";esp.;Joaquina;;;bca.;1871_07_11;Liverpool;;
Día 48:;;;;;Cocks;cap.;;;;;-Liverpool en 48 dias berg. am. Star cap. Cocks tons.;am.;Star;;;berg.;1871_07_11;Liverpool;;
;;;;;Thompso;cap.;;;;;Cayo reso gol. ing. Ramsou cap Thompso I -Falmouth bea. esp. Isabel cap. Arriand ga;ing.;Ramsou;;;gol.;1871_07_11;Cayo reso;;
;;;;;Bocker;cap.;;;;;Cayo Hueso gel.itg. Dearborn cap. Bocker. _ Veracruz vap. frazc. Washington cap. Beaufort.;;Dearborn;;;gel.;1871_07_11;Cayo Hueso;;
Día 10:;;;;;;cap.;;;;;Filadelfia en 10 dias gol. am. Lizzio Batchelor, cap.;am.;Lizzio Batchelor;;;gol.;1871_07_12;Filadelfia;;
Día 48:;;N/A: ;;;Valle;cap.;;;;;-Gijon en 48 diss berg. esp. Etelvina, cap. Valle, ton.;esp.;Etelvina;;;berg.;1871_07_12;Gijon;;
Día 10:;;;;;Bocker;cap.;;;;;Dia 10 Para Cayo Hueso gol. hond? Indio, cap. Bocker;hond?;Indio;;;gol.;1871_07_12;Cayo Hueso;;
Día 7:;;;;;Roca;cap.;;;;;Luayanilla on 7 dias pol. esp. Venezuela, cap. Roca.;esp.;Venezuela;;;pol.;1871_07_13;Luayanilla;;
;;;;;Honor;cap.;;;;;Trolle. -N. York berg. cap. Honor, cap, Baracorda.;;Baracorda;;;berg.;1871_07_13;N. York;;
Día C:;;;;;Van;cap.;;;;;tos, Lawton Hnos.-Paa. 12. -Now York en C dias vap. am. Columbia, cap. Van;am.;Columbia;;;vap.;1871_07_14;Now York;;
Dia 13:;;;;;Mendezona;cap.;;;;;Dia 13: Para Falmouth berg. esp. Tres Sobrinos. cap. Mendezona.;esp.;Tres Sobrinos;;;berg.;1871_07_14;Falmouth;;
;;;;;Rosario;cap.;;;;;-Canarias berg. cap. Rosario, cap. Sosvilla.;;;;;berg.;1871_07_14;Canarias;;
Dia 14:;;;;;;cap.;;;;;Dia 14: Para N. York berg. ing. St. Joseph, op Beroi-r. -N. York bea. francesa Surcouf, op. Ger. - Barcelona y el extranjero frag. esp. Valparaiso, cap.;ing.;St. Joseph;;;berg.;1871_07_15;N. York;;
;;;;;Monar;cap.;;;;;dias del último pol. cap. Trinidad, cp. Monar, ton.;;Trinidad;;;pol.;1871_07_18;;;
Día 2:;;;;;;cap.;;;;;Cayo Hara> en 2 dias gol. &u. M. N. Lindsay, cap.;;M. N. Lindsay;;;gol.;1871_07_19;Cayo Hara;;
;;;;;Albizuri;cap.;;;;;-Liverpool vap. esp. Juan, cap. Albizuri.;esp.;Juan;;;vap.;1871_07_19;Liverpool;;
